,road_id,lane_id,loc,is_junction
0,1959,-2,"[-33.171356201171875, 193.61383056640625, 0.0]",True
1,1959,-1,"[-33.16262435913086, 197.1138153076172, 0.0]",True
2,1959,-2,"[-33.671356201171875, 193.61508178710938, 0.0]",True
3,1959,-1,"[-33.66262435913086, 197.1150665283203, 0.0]",True
4,1959,-2,"[-34.17135238647461, 193.6163330078125, 0.0]",True
5,1959,-1,"[-34.162620544433594, 197.11631774902344, 0.0]",True
6,1959,-2,"[-34.67135238647461, 193.61756896972656, 0.0]",True
7,1959,-1,"[-34.662620544433594, 197.1175537109375, 0.0]",True
8,1959,-2,"[-35.171348571777344, 193.6188201904297, 0.0]",True
9,1959,-1,"[-35.16261672973633, 197.11880493164062, 0.0]",True
10,1959,-2,"[-35.671348571777344, 193.6200714111328, 0.0]",True
11,1959,-1,"[-35.66261672973633, 197.12005615234375, 0.0]",True
12,1959,-2,"[-36.171348571777344, 193.62132263183594, 0.0]",True
13,1959,-1,"[-36.16261672973633, 197.12130737304688, 0.0]",True
14,1959,-2,"[-36.67134475708008, 193.62255859375, 0.0]",True
15,1959,-1,"[-36.66261291503906, 197.12254333496094, 0.0]",True
16,1959,-2,"[-37.17134475708008, 193.62380981445312, 0.0]",True
17,1959,-1,"[-37.16261291503906, 197.12379455566406, 0.0]",True
18,1959,-2,"[-37.67134094238281, 193.62506103515625, 0.0]",True
19,1959,-1,"[-37.6626091003418, 197.1250457763672, 0.0]",True
20,1959,-2,"[-38.17134094238281, 193.62631225585938, 0.0]",True
21,1959,-1,"[-38.1626091003418, 197.1262969970703, 0.0]",True
22,1959,-2,"[-38.67133712768555, 193.62754821777344, 0.0]",True
23,1959,-1,"[-38.66260528564453, 197.12753295898438, 0.0]",True
24,1959,-2,"[-39.17133712768555, 193.62879943847656, 0.0]",True
25,1959,-1,"[-39.16260528564453, 197.1287841796875, 0.0]",True
26,1959,-2,"[-39.67133712768555, 193.6300506591797, 0.0]",True
27,1959,-1,"[-39.66260528564453, 197.13003540039062, 0.0]",True
28,1959,-2,"[-40.17133331298828, 193.6313018798828, 0.0]",True
29,1959,-1,"[-40.162601470947266, 197.13128662109375, 0.0]",True
30,1959,-2,"[-40.67133331298828, 193.63253784179688, 0.0]",True
31,1959,-1,"[-40.662601470947266, 197.1325225830078, 0.0]",True
32,1959,-2,"[-41.171329498291016, 193.6337890625, 0.0]",True
33,1959,-1,"[-41.16259765625, 197.13377380371094, 0.0]",True
34,1959,-2,"[-41.671329498291016, 193.63504028320312, 0.0]",True
35,1959,-1,"[-41.66259765625, 197.13502502441406, 0.0]",True
36,1959,-2,"[-42.07492446899414, 193.63418579101562, 0.0]",True
37,1959,-1,"[-42.10475158691406, 197.13404846191406, 0.0]",True
38,1959,-2,"[-42.463680267333984, 193.62840270996094, 0.0]",True
39,1959,-1,"[-42.53798294067383, 197.1276092529297, 0.0]",True
40,1959,-2,"[-42.852333068847656, 193.61767578125, 0.0]",True
41,1959,-1,"[-42.97109603881836, 197.11566162109375, 0.0]",True
42,1959,-2,"[-43.240814208984375, 193.60202026367188, 0.0]",True
43,1959,-1,"[-43.404022216796875, 197.0982208251953, 0.0]",True
44,1959,-2,"[-43.62907028198242, 193.5814208984375, 0.0]",True
45,1959,-1,"[-43.836692810058594, 197.07525634765625, 0.0]",True
46,1959,-2,"[-44.01702880859375, 193.55587768554688, 0.0]",True
47,1959,-1,"[-44.26903533935547, 197.0467987060547, 0.0]",True
48,1959,-2,"[-44.404632568359375, 193.5254364013672, 0.0]",True
49,1959,-1,"[-44.70098114013672, 197.0128631591797, 0.0]",True
50,1959,-2,"[-44.79182052612305, 193.4900360107422, 0.0]",True
51,1959,-1,"[-45.13246154785156, 196.97341918945312, 0.0]",True
52,1959,-2,"[-45.178524017333984, 193.4497528076172, 0.0]",True
53,1959,-1,"[-45.56340789794922, 196.92852783203125, 0.0]",True
54,1959,-2,"[-45.56468963623047, 193.40452575683594, 0.0]",True
55,1959,-1,"[-45.99374771118164, 196.8781280517578, 0.0]",True
56,1959,-2,"[-45.95024490356445, 193.35443115234375, 0.0]",True
57,1959,-1,"[-46.42341232299805, 196.82229614257812, 0.0]",True
58,1959,-2,"[-46.33513259887695, 193.29940795898438, 0.0]",True
59,1959,-1,"[-46.852333068847656, 196.760986328125, 0.0]",True
60,1959,-2,"[-46.71929168701172, 193.23951721191406, 0.0]",True
61,1959,-1,"[-47.28043746948242, 196.69424438476562, 0.0]",True
62,1959,-2,"[-47.102657318115234, 193.17474365234375, 0.0]",True
63,1959,-1,"[-47.70766067504883, 196.62205505371094, 0.0]",True
64,1959,-2,"[-47.485172271728516, 193.1051025390625, 0.0]",True
65,1959,-1,"[-48.133934020996094, 196.54444885253906, 0.0]",True
66,1959,-2,"[-47.866764068603516, 193.0305938720703, 0.0]",True
67,1959,-1,"[-48.559181213378906, 196.46142578125, 0.0]",True
68,1959,-2,"[-48.24738311767578, 192.95126342773438, 0.0]",True
69,1959,-1,"[-48.98334503173828, 196.37301635742188, 0.0]",True
70,1959,-2,"[-48.62696075439453, 192.86709594726562, 0.0]",True
71,1959,-1,"[-49.40634536743164, 196.2792205810547, 0.0]",True
72,1959,-2,"[-49.00543975830078, 192.77813720703125, 0.0]",True
73,1959,-1,"[-49.828121185302734, 196.18006896972656, 0.0]",True
74,1959,-2,"[-49.38275909423828, 192.684326171875, 0.0]",True
75,1959,-1,"[-50.24860763549805, 196.07554626464844, 0.0]",True
76,1959,-2,"[-49.75885772705078, 192.58575439453125, 0.0]",True
77,1959,-1,"[-50.66773223876953, 195.96568298339844, 0.0]",True
78,1959,-2,"[-50.133670806884766, 192.48240661621094, 0.0]",True
79,1959,-1,"[-51.085426330566406, 195.85052490234375, 0.0]",True
80,1959,-2,"[-50.50713348388672, 192.3743133544922, 0.0]",True
81,1959,-1,"[-51.50161361694336, 195.7300567626953, 0.0]",True
82,1959,-2,"[-50.87919998168945, 192.261474609375, 0.0]",True
83,1959,-1,"[-51.91624450683594, 195.60430908203125, 0.0]",True
84,1959,-2,"[-51.24980163574219, 192.14390563964844, 0.0]",True
85,1959,-1,"[-52.32924270629883, 195.47329711914062, 0.0]",True
86,1959,-2,"[-51.61888122558594, 192.0216522216797, 0.0]",True
87,1959,-1,"[-52.740543365478516, 195.33705139160156, 0.0]",True
88,1959,-2,"[-51.98637390136719, 191.8947296142578, 0.0]",True
89,1959,-1,"[-53.15007781982422, 195.1956024169922, 0.0]",True
90,1959,-2,"[-52.35222625732422, 191.7631072998047, 0.0]",True
91,1959,-1,"[-53.55778121948242, 195.04893493652344, 0.0]",True
92,1959,-2,"[-52.71637725830078, 191.62689208984375, 0.0]",True
93,1959,-1,"[-53.963592529296875, 194.89712524414062, 0.0]",True
94,1959,-2,"[-53.078765869140625, 191.4860382080078, 0.0]",True
95,1959,-1,"[-54.36743927001953, 194.7401580810547, 0.0]",True
96,1959,-2,"[-53.439334869384766, 191.340576171875, 0.0]",True
97,1959,-1,"[-54.769256591796875, 194.57806396484375, 0.0]",True
98,1959,-2,"[-53.79802703857422, 191.1905517578125, 0.0]",True
99,1959,-1,"[-55.168983459472656, 194.41087341308594, 0.0]",True
100,1959,-2,"[-54.154781341552734, 191.0360107421875, 0.0]",True
101,1959,-1,"[-55.566551208496094, 194.2386474609375, 0.0]",True
102,1959,-2,"[-54.509544372558594, 190.8769073486328, 0.0]",True
103,1959,-1,"[-55.9619026184082, 194.06134033203125, 0.0]",True
104,1959,-2,"[-54.86225891113281, 190.7133331298828, 0.0]",True
105,1959,-1,"[-56.35496520996094, 193.87905883789062, 0.0]",True
106,1959,-2,"[-55.212860107421875, 190.5452880859375, 0.0]",True
