,road_id,lane_id,loc,is_junction
0,412,-1,"[-3.451601028442383, 199.2395782470703, 0.0]",True
1,412,-1,"[-3.451827049255371, 198.2395782470703, 0.0]",True
2,412,-1,"[-3.452052593231201, 197.2395782470703, 0.0]",True
3,412,-1,"[-3.4522786140441895, 196.2395782470703, 0.0]",True
4,412,-1,"[-3.4525041580200195, 195.2395782470703, 0.0]",True
5,412,-1,"[-3.452730178833008, 194.2395782470703, 0.0]",True
6,412,-1,"[-3.452955722808838, 193.2395782470703, 0.0]",True
7,412,-1,"[-3.453181743621826, 192.2395782470703, 0.0]",True
8,412,-1,"[-3.4534072875976562, 191.2395782470703, 0.0]",True
9,412,-1,"[-3.4536333084106445, 190.2395782470703, 0.0]",True
10,412,-1,"[-3.4538588523864746, 189.2395782470703, 0.0]",True
11,412,-1,"[-3.454084873199463, 188.2395782470703, 0.0]",True
12,412,-1,"[-3.454310417175293, 187.2395782470703, 0.0]",True
13,412,-1,"[-3.4545364379882812, 186.2395782470703, 0.0]",True
14,412,-1,"[-3.4547619819641113, 185.2395782470703, 0.0]",True
15,412,-1,"[-3.4549880027770996, 184.2395782470703, 0.0]",True
16,412,-1,"[-3.4552135467529297, 183.2395782470703, 0.0]",True
17,412,-1,"[-3.455439567565918, 182.2395782470703, 0.0]",True
18,411,1,"[-7.451601028442383, 199.24049377441406, 0.0]",True
19,411,1,"[-7.451827049255371, 198.24049377441406, 0.0]",True
20,411,1,"[-7.452052593231201, 197.24049377441406, 0.0]",True
21,411,1,"[-7.4522786140441895, 196.24049377441406, 0.0]",True
22,411,1,"[-7.4525041580200195, 195.24049377441406, 0.0]",True
23,411,1,"[-7.452730178833008, 194.24049377441406, 0.0]",True
24,411,1,"[-7.452955722808838, 193.24049377441406, 0.0]",True
25,411,1,"[-7.453181743621826, 192.24049377441406, 0.0]",True
26,411,1,"[-7.453407287597656, 191.24049377441406, 0.0]",True
27,411,1,"[-7.4536333084106445, 190.24049377441406, 0.0]",True
28,411,1,"[-7.453858852386475, 189.24049377441406, 0.0]",True
29,411,1,"[-7.454084873199463, 188.24049377441406, 0.0]",True
30,411,1,"[-7.454310417175293, 187.24049377441406, 0.0]",True
31,411,1,"[-7.454536437988281, 186.24049377441406, 0.0]",True
32,411,1,"[-7.454761981964111, 185.24049377441406, 0.0]",True
33,411,1,"[-7.4549880027771, 184.24049377441406, 0.0]",True
34,411,1,"[-7.45521354675293, 183.24049377441406, 0.0]",True
35,411,1,"[-7.455439567565918, 182.24049377441406, 0.0]",True
36,385,1,"[34.65863037109375, 302.5395202636719, 0.0]",True
37,385,1,"[35.65863037109375, 302.5388488769531, 0.0]",True
38,385,1,"[36.65863037109375, 302.53814697265625, 0.0]",True
39,385,1,"[37.658851623535156, 302.5374755859375, 0.0]",True
40,385,1,"[38.519874572753906, 302.5283508300781, 0.0]",True
41,385,1,"[39.15019226074219, 302.426513671875, 0.0]",True
42,385,1,"[39.75202941894531, 302.2132263183594, 0.0]",True
43,385,1,"[40.30585861206055, 301.8955078125, 0.0]",True
44,385,1,"[40.793731689453125, 301.48358154296875, 0.0]",True
45,385,1,"[41.20674133300781, 300.9847106933594, 0.0]",True
46,385,1,"[41.52632522583008, 300.4211730957031, 0.0]",True
47,385,1,"[41.74250793457031, 299.8104553222656, 0.0]",True
48,385,1,"[41.848636627197266, 299.1713562011719, 0.0]",True
49,385,1,"[41.85945510864258, 298.3252868652344, 0.0]",True
50,385,1,"[41.85936737060547, 297.3252868652344, 0.0]",True
51,385,1,"[41.859283447265625, 296.32525634765625, 0.0]",True
52,358,1,"[45.859249114990234, 295.9598083496094, 0.0]",True
53,358,1,"[45.859336853027344, 296.9598083496094, 0.0]",True
54,358,1,"[45.85942459106445, 297.9600830078125, 0.0]",True
55,358,1,"[45.89826202392578, 298.6897277832031, 0.0]",True
56,358,1,"[46.04292297363281, 299.35626220703125, 0.0]",True
57,358,1,"[46.291046142578125, 299.9915466308594, 0.0]",True
58,358,1,"[46.636409759521484, 300.5796813964844, 0.0]",True
59,358,1,"[47.07033920288086, 301.10589599609375, 0.0]",True
60,358,1,"[47.59183883666992, 301.56787109375, 0.0]",True
61,358,1,"[48.18003845214844, 301.9499816894531, 0.0]",True
62,358,1,"[48.81843566894531, 302.2405700683594, 0.0]",True
63,358,1,"[49.492889404296875, 302.43316650390625, 0.0]",True
64,358,1,"[50.18846130371094, 302.5235595703125, 0.0]",True
65,358,1,"[51.079566955566406, 302.53082275390625, 0.0]",True
66,358,1,"[52.079566955566406, 302.53118896484375, 0.0]",True
67,447,1,"[-3.455665111541748, 181.2395782470703, 0.0]",True
68,447,1,"[-3.4554390907287598, 182.2395782470703, 0.0]",True
69,447,1,"[-3.4552130699157715, 183.2398223876953, 0.0]",True
70,447,1,"[-3.4485831260681152, 184.11439514160156, 0.0]",True
71,447,1,"[-3.351247549057007, 184.7269287109375, 0.0]",True
72,447,1,"[-3.1403157711029053, 185.31016540527344, 0.0]",True
73,447,1,"[-2.823333740234375, 185.84326171875, 0.0]",True
74,447,1,"[-2.4116408824920654, 186.30714416503906, 0.0]",True
75,447,1,"[-1.8748934268951416, 186.7271728515625, 0.0]",True
76,447,1,"[-1.2600417137145996, 187.07797241210938, 0.0]",True
77,447,1,"[-0.6007640957832336, 187.3357391357422, 0.0]",True
78,447,1,"[0.08896064758300781, 187.49502563476562, 0.0]",True
79,447,1,"[0.7945051789283752, 187.5524444580078, 0.0]",True
80,447,1,"[1.77873957157135, 187.5530548095703, 0.0]",True
81,447,1,"[2.7787394523620605, 187.5535125732422, 0.0]",True
82,341,1,"[123.18090057373047, 187.60870361328125, 0.0]",True
83,341,1,"[124.18090057373047, 187.60916137695312, 0.0]",True
84,341,1,"[125.18090057373047, 187.609619140625, 0.0]",True
85,341,1,"[126.18090057373047, 187.61007690429688, 0.0]",True
86,341,1,"[127.18090057373047, 187.61053466796875, 0.0]",True
87,341,1,"[128.18089294433594, 187.61099243164062, 0.0]",True
88,341,1,"[129.18089294433594, 187.6114501953125, 0.0]",True
89,341,1,"[130.18089294433594, 187.61190795898438, 0.0]",True
90,341,1,"[131.18089294433594, 187.61236572265625, 0.0]",True
91,341,1,"[132.18089294433594, 187.61282348632812, 0.0]",True
92,341,1,"[133.18089294433594, 187.61328125, 0.0]",True
93,341,1,"[134.18089294433594, 187.61373901367188, 0.0]",True
94,341,1,"[135.18089294433594, 187.61419677734375, 0.0]",True
95,341,1,"[136.18089294433594, 187.6146697998047, 0.0]",True
96,341,1,"[137.18089294433594, 187.61512756347656, 0.0]",True
97,341,1,"[138.18089294433594, 187.61558532714844, 0.0]",True
98,341,1,"[139.18089294433594, 187.6160430908203, 0.0]",True
99,341,1,"[140.18089294433594, 187.6165008544922, 0.0]",True
100,341,1,"[141.18089294433594, 187.61695861816406, 0.0]",True
101,341,1,"[142.18089294433594, 187.61741638183594, 0.0]",True
102,341,1,"[143.18089294433594, 187.6178741455078, 0.0]",True
103,341,1,"[144.18089294433594, 187.6183319091797, 0.0]",True
104,317,1,"[132.1503143310547, 199.15798950195312, 0.0]",True
105,317,1,"[132.1513214111328, 198.15798950195312, 0.0]",True
106,317,1,"[132.15232849121094, 197.15771484375, 0.0]",True
107,317,1,"[132.18850708007812, 195.9915313720703, 0.0]",True
108,317,1,"[132.3713836669922, 194.75628662109375, 0.0]",True
109,317,1,"[132.70655822753906, 193.55340576171875, 0.0]",True
110,317,1,"[133.18881225585938, 192.4015655517578, 0.0]",True
111,317,1,"[133.8106231689453, 191.31871032714844, 0.0]",True
112,317,1,"[134.5779571533203, 190.30572509765625, 0.0]",True
113,317,1,"[135.5420379638672, 189.37770080566406, 0.0]",True
114,317,1,"[136.64913940429688, 188.62603759765625, 0.0]",True
115,317,1,"[137.8673858642578, 188.0723876953125, 0.0]",True
116,317,1,"[139.16171264648438, 187.732666015625, 0.0]",True
117,317,1,"[140.4948272705078, 187.6166534423828, 0.0]",True
118,317,1,"[141.4994659423828, 187.6171112060547, 0.0]",True
119,317,1,"[142.4994659423828, 187.61756896972656, 0.0]",True
120,317,1,"[143.4994659423828, 187.61802673339844, 0.0]",True
121,317,1,"[144.4994659423828, 187.6184844970703, 0.0]",True
122,290,-1,"[193.68832397460938, 199.08953857421875, 0.0]",True
123,290,-1,"[193.68809509277344, 198.08953857421875, 0.0]",True
124,290,-1,"[193.68788146972656, 197.08953857421875, 0.0]",True
125,290,-1,"[193.62721252441406, 195.86167907714844, 0.0]",True
126,290,-1,"[193.39117431640625, 194.60394287109375, 0.0]",True
127,290,-1,"[192.98146057128906, 193.3916015625, 0.0]",True
128,290,-1,"[192.4061737060547, 192.24850463867188, 0.0]",True
129,290,-1,"[191.67660522460938, 191.19715881347656, 0.0]",True
130,290,-1,"[190.8452911376953, 190.2868194580078, 0.0]",True
131,290,-1,"[189.87628173828125, 189.4571990966797, 0.0]",True
132,290,-1,"[188.80213928222656, 188.76910400390625, 0.0]",True
133,290,-1,"[187.6433868408203, 188.23568725585938, 0.0]",True
134,290,-1,"[186.42213439941406, 187.86715698242188, 0.0]",True
135,290,-1,"[185.16172790527344, 187.6705322265625, 0.0]",True
136,290,-1,"[183.99246215820312, 187.63656616210938, 0.0]",True
137,290,-1,"[182.99217224121094, 187.63612365722656, 0.0]",True
138,283,-1,"[182.5390625, 191.6359100341797, 0.0]",True
139,283,-1,"[183.5390625, 191.63636779785156, 0.0]",True
140,283,-1,"[184.4834747314453, 191.63902282714844, 0.0]",True
141,283,-1,"[185.22116088867188, 191.70774841308594, 0.0]",True
142,283,-1,"[185.94381713867188, 191.8710174560547, 0.0]",True
143,283,-1,"[186.639404296875, 192.12611389160156, 0.0]",True
144,283,-1,"[187.29629516601562, 192.46876525878906, 0.0]",True
145,283,-1,"[187.9035186767578, 192.89324951171875, 0.0]",True
146,283,-1,"[188.4316864013672, 193.3772735595703, 0.0]",True
147,283,-1,"[188.8698272705078, 193.9200897216797, 0.0]",True
148,283,-1,"[189.22140502929688, 194.52256774902344, 0.0]",True
149,283,-1,"[189.4784393310547, 195.1710662841797, 0.0]",True
150,283,-1,"[189.63507080078125, 195.850830078125, 0.0]",True
151,283,-1,"[189.687744140625, 196.5465850830078, 0.0]",True
152,283,-1,"[189.68798828125, 197.54685974121094, 0.0]",True
153,283,-1,"[189.68820190429688, 198.54685974121094, 0.0]",True
154,277,1,"[189.68832397460938, 199.0904541015625, 0.0]",True
155,277,1,"[189.68809509277344, 198.0904541015625, 0.0]",True
156,277,1,"[189.68788146972656, 197.0904541015625, 0.0]",True
157,277,1,"[189.68765258789062, 196.0904541015625, 0.0]",True
158,277,1,"[189.6874237060547, 195.0904541015625, 0.0]",True
159,277,1,"[189.68719482421875, 194.0904541015625, 0.0]",True
160,277,1,"[189.6869659423828, 193.0904541015625, 0.0]",True
161,277,1,"[189.68675231933594, 192.0904541015625, 0.0]",True
162,277,1,"[189.6865234375, 191.0904541015625, 0.0]",True
163,277,1,"[189.68629455566406, 190.0904541015625, 0.0]",True
164,277,1,"[189.68606567382812, 189.09046936035156, 0.0]",True
165,277,1,"[189.6858367919922, 188.09046936035156, 0.0]",True
166,277,1,"[189.6856231689453, 187.09046936035156, 0.0]",True
167,277,1,"[189.68539428710938, 186.09046936035156, 0.0]",True
168,277,1,"[189.68516540527344, 185.09046936035156, 0.0]",True
169,277,1,"[189.6849365234375, 184.09046936035156, 0.0]",True
170,277,1,"[189.68470764160156, 183.09046936035156, 0.0]",True
171,277,1,"[189.68447875976562, 182.0904541015625, 0.0]",True
172,277,1,"[189.6842498779297, 181.0904541015625, 0.0]",True
173,276,-1,"[193.68832397460938, 199.08953857421875, 0.0]",True
174,276,-1,"[193.68809509277344, 198.08953857421875, 0.0]",True
175,276,-1,"[193.68788146972656, 197.08953857421875, 0.0]",True
176,276,-1,"[193.68765258789062, 196.08953857421875, 0.0]",True
177,276,-1,"[193.6874237060547, 195.08953857421875, 0.0]",True
178,276,-1,"[193.68719482421875, 194.08953857421875, 0.0]",True
179,276,-1,"[193.6869659423828, 193.08953857421875, 0.0]",True
180,276,-1,"[193.68675231933594, 192.08953857421875, 0.0]",True
181,276,-1,"[193.6865234375, 191.08953857421875, 0.0]",True
182,276,-1,"[193.68629455566406, 190.08953857421875, 0.0]",True
183,276,-1,"[193.68606567382812, 189.0895538330078, 0.0]",True
184,276,-1,"[193.6858367919922, 188.0895538330078, 0.0]",True
185,276,-1,"[193.6856231689453, 187.0895538330078, 0.0]",True
186,276,-1,"[193.68539428710938, 186.0895538330078, 0.0]",True
187,276,-1,"[193.68516540527344, 185.0895538330078, 0.0]",True
188,276,-1,"[193.6849365234375, 184.0895538330078, 0.0]",True
189,276,-1,"[193.68470764160156, 183.0895538330078, 0.0]",True
190,276,-1,"[193.68447875976562, 182.08953857421875, 0.0]",True
191,276,-1,"[193.6842498779297, 181.08953857421875, 0.0]",True
192,252,-1,"[182.5390625, 191.6359100341797, 0.0]",True
193,252,-1,"[183.53907775878906, 191.63636779785156, 0.0]",True
194,252,-1,"[184.53907775878906, 191.63682556152344, 0.0]",True
195,252,-1,"[185.5403289794922, 191.63729858398438, 0.0]",True
196,252,-1,"[186.77732849121094, 191.56277465820312, 0.0]",True
197,252,-1,"[187.9965362548828, 191.3406982421875, 0.0]",True
198,252,-1,"[189.1803741455078, 190.97425842285156, 0.0]",True
199,252,-1,"[190.31182861328125, 190.46875, 0.0]",True
200,252,-1,"[191.49058532714844, 189.71473693847656, 0.0]",True
201,252,-1,"[192.53024291992188, 188.6259765625, 0.0]",True
202,252,-1,"[193.26197814941406, 187.3103790283203, 0.0]",True
203,252,-1,"[193.63858032226562, 185.8528289794922, 0.0]",True
204,252,-1,"[193.68504333496094, 184.60336303710938, 0.0]",True
205,252,-1,"[193.684814453125, 183.60311889648438, 0.0]",True
206,252,-1,"[193.68460083007812, 182.60311889648438, 0.0]",True
207,252,-1,"[193.6843719482422, 181.60313415527344, 0.0]",True
208,236,-1,"[45.85084533691406, 199.2098388671875, 0.0]",True
209,236,-1,"[45.85076141357422, 198.2098388671875, 0.0]",True
210,236,-1,"[45.826148986816406, 197.07717895507812, 0.0]",True
211,236,-1,"[45.67774963378906, 195.865966796875, 0.0]",True
212,236,-1,"[45.39675521850586, 194.67849731445312, 0.0]",True
213,236,-1,"[44.98659133911133, 193.5292205810547, 0.0]",True
214,236,-1,"[44.45225143432617, 192.43215942382812, 0.0]",True
215,236,-1,"[43.80025100708008, 191.40069580078125, 0.0]",True
216,236,-1,"[43.01802062988281, 190.42868041992188, 0.0]",True
217,236,-1,"[42.07735824584961, 189.5442657470703, 0.0]",True
218,236,-1,"[41.0179328918457, 188.8062744140625, 0.0]",True
219,236,-1,"[39.862335205078125, 188.23040771484375, 0.0]",True
220,236,-1,"[38.635196685791016, 187.8289794921875, 0.0]",True
221,236,-1,"[37.36268615722656, 187.61050415039062, 0.0]",True
222,236,-1,"[36.17072296142578, 187.56881713867188, 0.0]",True
223,236,-1,"[35.17072296142578, 187.568359375, 0.0]",True
224,426,-1,"[-3.451601028442383, 199.2395782470703, 0.0]",True
225,426,-1,"[-3.451827049255371, 198.2395782470703, 0.0]",True
226,426,-1,"[-3.4440832138061523, 197.33460998535156, 0.0]",True
227,426,-1,"[-3.364471197128296, 196.5597381591797, 0.0]",True
228,426,-1,"[-3.2000248432159424, 195.79837036132812, 0.0]",True
229,426,-1,"[-2.952742099761963, 195.05972290039062, 0.0]",True
230,426,-1,"[-2.625631809234619, 194.352783203125, 0.0]",True
231,426,-1,"[-2.2226710319519043, 193.68618774414062, 0.0]",True
232,426,-1,"[-1.7508784532546997, 193.03558349609375, 0.0]",True
233,426,-1,"[-1.2780210971832275, 192.55599975585938, 0.0]",True
234,426,-1,"[-0.7336527109146118, 192.159423828125, 0.0]",True
235,426,-1,"[-0.13218200206756592, 191.8563690185547, 0.0]",True
236,426,-1,"[0.5104695558547974, 191.65487670898438, 0.0]",True
237,426,-1,"[1.1772912740707397, 191.56024169921875, 0.0]",True
238,426,-1,"[2.0571699142456055, 191.5531768798828, 0.0]",True
239,426,-1,"[3.0571699142456055, 191.5536346435547, 0.0]",True
240,232,-1,"[34.69908142089844, 191.56814575195312, 0.0]",True
241,232,-1,"[35.69908142089844, 191.568603515625, 0.0]",True
242,232,-1,"[36.69908142089844, 191.56906127929688, 0.0]",True
243,232,-1,"[37.43101119995117, 191.6117706298828, 0.0]",True
244,232,-1,"[38.12083435058594, 191.7567596435547, 0.0]",True
245,232,-1,"[38.781917572021484, 192.00137329101562, 0.0]",True
246,232,-1,"[39.39996337890625, 192.34033203125, 0.0]",True
247,232,-1,"[39.96159744262695, 192.7662811279297, 0.0]",True
248,232,-1,"[40.46090316772461, 193.27658081054688, 0.0]",True
249,232,-1,"[40.90605926513672, 193.8723907470703, 0.0]",True
250,232,-1,"[41.2715950012207, 194.52012634277344, 0.0]",True
251,232,-1,"[41.55154800415039, 195.2091827392578, 0.0]",True
252,232,-1,"[41.74134826660156, 195.92831420898438, 0.0]",True
253,232,-1,"[41.837894439697266, 196.665771484375, 0.0]",True
254,232,-1,"[41.85070037841797, 197.5331573486328, 0.0]",True
255,232,-1,"[41.85078811645508, 198.5331573486328, 0.0]",True
256,216,-1,"[45.85084533691406, 199.2098388671875, 0.0]",True
257,216,-1,"[45.85076141357422, 198.2098388671875, 0.0]",True
258,216,-1,"[45.850669860839844, 197.2098388671875, 0.0]",True
259,216,-1,"[45.8784065246582, 196.3983154296875, 0.0]",True
260,216,-1,"[45.99471664428711, 195.6479949951172, 0.0]",True
261,216,-1,"[46.20009994506836, 194.91700744628906, 0.0]",True
262,216,-1,"[46.491607666015625, 194.2158966064453, 0.0]",True
263,216,-1,"[46.86503219604492, 193.55479431152344, 0.0]",True
264,216,-1,"[47.301822662353516, 192.9607696533203, 0.0]",True
265,216,-1,"[47.772186279296875, 192.49427795410156, 0.0]",True
266,216,-1,"[48.31407928466797, 192.1132049560547, 0.0]",True
267,216,-1,"[48.91216278076172, 191.82830810546875, 0.0]",True
268,216,-1,"[49.54953384399414, 191.64767456054688, 0.0]",True
269,216,-1,"[50.208160400390625, 191.57640075683594, 0.0]",True
270,216,-1,"[51.160308837890625, 191.57569885253906, 0.0]",True
271,216,-1,"[52.160308837890625, 191.57615661621094, 0.0]",True
272,383,-1,"[34.661354064941406, 306.5395202636719, 0.0]",True
273,383,-1,"[35.661354064941406, 306.5388488769531, 0.0]",True
274,383,-1,"[36.661354064941406, 306.53814697265625, 0.0]",True
275,383,-1,"[37.661354064941406, 306.5374755859375, 0.0]",True
276,383,-1,"[38.661354064941406, 306.5367736816406, 0.0]",True
277,383,-1,"[39.661354064941406, 306.5361022949219, 0.0]",True
278,383,-1,"[40.661354064941406, 306.5354309082031, 0.0]",True
279,383,-1,"[41.661354064941406, 306.53472900390625, 0.0]",True
280,383,-1,"[42.661354064941406, 306.5340576171875, 0.0]",True
281,383,-1,"[43.661354064941406, 306.53338623046875, 0.0]",True
282,383,-1,"[44.66135025024414, 306.53271484375, 0.0]",True
283,383,-1,"[45.66135025024414, 306.5320129394531, 0.0]",True
284,383,-1,"[46.66135025024414, 306.5313415527344, 0.0]",True
285,383,-1,"[47.66135025024414, 306.5306701660156, 0.0]",True
286,383,-1,"[48.66020965576172, 306.530029296875, 0.0]",True
287,383,-1,"[49.65930938720703, 306.5303649902344, 0.0]",True
288,383,-1,"[50.65930938720703, 306.53070068359375, 0.0]",True
289,383,-1,"[51.6593132019043, 306.5310363769531, 0.0]",True
290,92,1,"[41.85507583618164, 247.90017700195312, 0.0]",True
291,92,1,"[41.85498809814453, 246.90017700195312, 0.0]",True
292,92,1,"[41.85490036010742, 245.90017700195312, 0.0]",True
293,92,1,"[41.85481643676758, 244.90017700195312, 0.0]",True
294,92,1,"[41.85472869873047, 243.90017700195312, 0.0]",True
295,92,1,"[41.85464096069336, 242.90017700195312, 0.0]",True
296,92,1,"[41.85455322265625, 241.90017700195312, 0.0]",True
297,92,1,"[41.854469299316406, 240.90017700195312, 0.0]",True
298,92,1,"[41.8543815612793, 239.90017700195312, 0.0]",True
299,92,1,"[41.85429382324219, 238.90017700195312, 0.0]",True
300,92,1,"[41.85420608520508, 237.90017700195312, 0.0]",True
301,92,1,"[41.854122161865234, 236.90017700195312, 0.0]",True
302,92,1,"[41.854034423828125, 235.90017700195312, 0.0]",True
303,92,1,"[41.853946685791016, 234.90017700195312, 0.0]",True
304,92,1,"[41.853858947753906, 233.90017700195312, 0.0]",True
305,92,1,"[41.8537712097168, 232.90017700195312, 0.0]",True
306,92,1,"[41.85368728637695, 231.90017700195312, 0.0]",True
307,92,1,"[41.853599548339844, 230.90017700195312, 0.0]",True
308,92,1,"[41.853511810302734, 229.90017700195312, 0.0]",True
309,92,1,"[41.853424072265625, 228.90017700195312, 0.0]",True
310,92,1,"[41.85334014892578, 227.90017700195312, 0.0]",True
311,18,-1,"[4.621363162994385, 306.55999755859375, 0.0]",False
312,18,1,"[4.618636608123779, 302.55999755859375, 0.0]",False
313,18,-1,"[5.621363162994385, 306.559326171875, 0.0]",False
